
\xb0\xd0\xfe0,0\n
998,4095\n
987,2770\n
997,0\n
996,4095\n
1004,0\n
997,4095\n
998,2841\n
999,0\n
996,4095\n
996,0\n
1000,4095\n
998,2925\n
1000,0\n
996,4095\n
1014,0\n
996,4095\n
996,2999\n
997,0\n
999,4095\n
999,0\n
1000,4095\n
998,3163\n
999,0\n
1000,4095\n
1000,0\n
1001,3682\n
988,3238\n
1000,0\n
1000,4095\n
1002,0\n
1000,3153\n
999,3301\n
1000,0\n
999,4095\n
999,0\n
996,2901\n
996,3377\n
1003,0\n
1000,4095\n
998,0\n
1000,2643\n
997,3467\n
999,0\n
1002,4095\n
996,0\n
1000,2614\n
1003,3575\n
